C90,Cyclic group,90,1,C90,"90,4"
D45,Dihedral group,45,2+,D45,"90,3"
C3⋊D15,The semidirect product of C3 and D15 acting via D15/C15=C2,45,,C3:D15,"90,9"
C3×C30,"Abelian group of type [3,30]",90,,C3xC30,"90,10"
S3×C15,Direct product of C15 and S3,30,2,S3xC15,"90,6"
C3×D15,Direct product of C3 and D15,30,2,C3xD15,"90,7"
C5×D9,Direct product of C5 and D9,45,2,C5xD9,"90,1"
C9×D5,Direct product of C9 and D5,45,2,C9xD5,"90,2"
C32×D5,Direct product of C32 and D5,45,,C3^2xD5,"90,5"
C5×C3⋊S3,Direct product of C5 and C3⋊S3,45,,C5xC3:S3,"90,8"
